Analogy pair,Score,Note
proaktivt - defensivt,0.119436390697956,?
lärarens - mannens,0.118281200528145,?
Stina - Nisse,0.117801457643509,0
mätbara - mål,0.117010496556759,?
Ljungqvist - Lundh,0.116837941110134,?
läraren - tjejen,0.116275772452354,?
Ranger - Rangers,0.115969598293304,?
praktiska - eleganta,0.115464903414249,?
måreväxtart - mullbärsväxtart,0.115326449275017,?
overall - tröja,0.115194134414196,?
kompis - gubbe,0.11502829939127,?
pojkar - killar,0.115000419318676,?
plaggen - tröjan,0.114839911460876,?
grejerna - grabbarna,0.114015705883503,?
verksamheten - klubben,0.113985143601894,?
regelverket - direktiv,0.113957084715366,?
bedömningar - uttalanden,0.11346910148859,?
räkor - torsk,0.112971723079681,?
lärarna - kvinnorna,0.112062498927116,?
rekrytera - värva,0.11182476580143,?
Wellington - Liverpool,0.111651182174683,?
717 - 656,0.111642725765705,?
Rheinland-Pfalz - Bayern,0.111634142696857,?
404 - 544,0.111017748713493,?
programmen - tv-program,0.110911287367344,?
Tjejen - Killen,0.110775902867317,0
Luiz - Fabregas,0.110518842935562,?
Jag - Mannen,0.110517464578152,?
konsekvensen - straffet,0.110140323638916,?
krockar - krock,0.110027000308037,?
eleverna - flickorna,0.10992793738842,?
FA-cupen - Arsenal,0.109894245862961,?
Alicia - Diego,0.109495371580124,0
friidrottare - fotbollsspelare,0.109454318881035,1
Sofie - Simone,0.109424665570259,?
Susanne - Cristina,0.109285019338131,?
personalens - lagets,0.109225861728191,?
rutinerna - rutin,0.109140157699585,?
skolornas - kyrkans,0.109093077480793,?
290 - 269,0.108875498175621,?
skadats - skadad,0.108828887343407,?
åtta - elva,0.108700647950172,?
Men - Förresten,0.108378455042839,?
Lotta - Robban,0.108299888670445,0
styrkorna - trupperna,0.108118891716003,?
påpekar - skrev,0.108083188533783,?
målmedvetet - offensivt,0.108075514435768,?
företagens - bankens,0.107935674488544,?
faktiska - historiska,0.107849426567554,?
liksom - bekant,0.107657894492149,?
föräldrarna - tonåring,0.107633009552956,?
klasskompisar - polare,0.107623398303986,?
minerarflugor - puckelflugor,0.107601396739483,?
utbildningarna - universitetet,0.107547931373119,?
allra - vackraste,0.107503950595856,?
biologi - fysik,0.107363194227219,?
klassrummet - omklädningsrummet,0.107281148433685,?
Skapade - QUOTE,0.107063755393028,?
utbildnings- - industri-,0.106911167502403,1
Palmer - Emerson,0.106298305094242,?
Philip - Henry,0.106228783726692,?
programmets - säsongens,0.10604739189148,?
ideologisk - kommunistisk,0.105949580669403,?
Amsterdam - Barcelona,0.105919294059277,?
ℇsquilo - Achird,0.10589773952961,?
Matcherna - match,0.105890586972237,?
arrangörerna - publiken,0.105877980589867,?
funkar - kanon,0.105853997170925,?
uppehållstillstånd - utvisning,0.10574696958065,?
underdistrikt - stadsdistrikt,0.105620250105858,?
ctrl.dialogContent.text - findPharmacyProductPageModal.pharmacies.length,0.105521261692047,?
måreväxter - mullbärsväxter,0.105428427457809,?
furst - furste,0.105145856738091,?
klockljungssläktet - fikonsläktet,0.105075143277645,?
genomtänkt - elegant,0.105069920420647,?
